gid,name,lat,lon,f_class,f_code,country,state,county
4286990,Carlisle County,36.85322,-88.97106,A,ADM2,US,KY,039
4287048,Carroll County,38.66786,-85.12359000000001,A,ADM2,US,KY,041
4287050,Carrollton,38.6809,-85.1794,P,PPLA2,US,KY,041
4287080,Carter County,38.31817,-83.04954000000001,A,ADM2,US,KY,043
4287126,Casey County,37.32228,-84.92837,A,ADM2,US,KY,045
4287192,Catlettsburg,38.4048,-82.60044,P,PPLA2,US,KY,019
4287749,Christian County,36.89418,-87.49038,A,ADM2,US,KY,047
4287837,Clark County,37.97085,-84.1474,A,ADM2,US,KY,049
4287883,Clay County,37.15971,-83.71468,A,ADM2,US,KY,051
4288062,Clinton,36.66728,-88.9934,P,PPLA2,US,KY,105
4288063,Clinton County,36.72748,-85.13601,A,ADM2,US,KY,053
4288366,Columbia,37.10284,-85.30635,P,PPLA2,US,KY,001
4289074,Crittenden County,37.35272,-88.09722,A,ADM2,US,KY,055
4289242,Cumberland County,36.78653,-85.38845,A,ADM2,US,KY,057
4289323,Cynthiana,38.39035,-84.2941,P,PPLA2,US,KY,097
4289445,Danville,37.64563,-84.77216999999999,P,PPLA2,US,KY,021
4289518,Daviess County,37.731770000000004,-87.08723,A,ADM2,US,KY,059
4289966,Dixon,37.51782,-87.69029,P,PPLA2,US,KY,233
4290859,Eddyville,37.0945,-88.0803,P,PPLA2,US,KY,143
4290885,Edmonson County,37.20884,-86.23862,A,ADM2,US,KY,061
4290886,Edmonton,36.980059999999995,-85.61219,P,PPLA2,US,KY,169
4290988,Elizabethtown,37.69395,-85.85913000000001,P,PPLA2,US,KY,093
4291079,Elkton,36.81004,-87.15417,P,PPLA2,US,KY,219
4291095,Elliott County,38.11789,-83.09761999999999,A,ADM2,US,KY,063
4291280,Estill County,37.692479999999996,-83.96433,A,ADM2,US,KY,065
4291501,Falmouth,38.67674,-84.33021,P,PPLA2,US,KY,191
4291564,Fayette County,38.04233,-84.45873,A,ADM2,US,KY,067
4291901,Fleming County,38.37011,-83.69665,A,ADM2,US,KY,069
4291905,Flemingsburg,38.4223,-83.73380999999999,P,PPLA2,US,KY,069
4291960,Floyd County,37.557109999999994,-82.7457,A,ADM2,US,KY,071
4292193,Franklin,36.72226,-86.57722,P,PPLA2,US,KY,213
4292202,Franklin County,38.23915,-84.87706999999999,A,ADM2,US,KY,073
4292308,Frenchburg,37.95092,-83.62575,P,PPLA2,US,KY,165
4292427,Fulton County,36.55408,-89.18760999999999,A,ADM2,US,KY,075
4292492,Gallatin County,38.75687,-84.85931,A,ADM2,US,KY,077
4292570,Garrard County,37.63958,-84.53763000000001,A,ADM2,US,KY,079
4292686,Georgetown,38.2098,-84.55883,P,PPLA2,US,KY,209
4292826,Glasgow,36.99588,-85.91192,P,PPLA2,US,KY,009
4293148,Grant County,38.64881,-84.62461,A,ADM2,US,KY,081
4293245,Graves County,36.72314,-88.65120999999999,A,ADM2,US,KY,083
4293301,Grayson County,37.46082,-86.34388,A,ADM2,US,KY,085
4293311,Grayson,38.33258,-82.9485,P,PPLA2,US,KY,043
4293371,Green County,37.264109999999995,-85.55311,A,ADM2,US,KY,087
4293470,Greensburg,37.26089,-85.49885,P,PPLA2,US,KY,087
4293471,Greenup County,38.54566,-82.92229,A,ADM2,US,KY,089
4293473,Greenup,38.57313,-82.83017,P,PPLA2,US,KY,089
4293477,Greenville,37.20115,-87.17889,P,PPLA2,US,KY,177
4293950,Hancock County,37.84151,-86.77793,A,ADM2,US,KY,091
4294031,Hardin County,37.69792,-85.96337,A,ADM2,US,KY,093
4294044,Hardinsburg,37.78006,-86.46053,P,PPLA2,US,KY,027
4294072,Harlan,36.843140000000005,-83.32185,P,PPLA2,US,KY,095
4294084,Harlan County,36.856970000000004,-83.21795,A,ADM2,US,KY,095
4294160,Harrison County,38.44181,-84.33139,A,ADM2,US,KY,097
4294180,Harrodsburg,37.7623,-84.84329,P,PPLA2,US,KY,167
4294190,Hart County,37.299929999999996,-85.88471,A,ADM2,US,KY,099
4294195,Hartford,37.451159999999994,-86.90916,P,PPLA2,US,KY,183
4294267,Hawesville,37.900059999999996,-86.75499,P,PPLA2,US,KY,091
4294349,Hazard,37.24954,-83.19323,P,PPLA2,US,KY,193
4294494,Henderson,37.83615,-87.59000999999999,P,PPLA2,US,KY,101
4294512,Henderson County,37.7959,-87.57316,A,ADM2,US,KY,101
4294546,Henry County,38.44847,-85.11893,A,ADM2,US,KY,103
4294625,Hickman,36.57117,-89.18618000000001,P,PPLA2,US,KY,075
4294628,Hickman County,36.67817,-88.97622,A,ADM2,US,KY,105
4294872,Hindman,37.33593,-82.98044,P,PPLA2,US,KY,119
4294937,Hodgenville,37.57395,-85.73996,P,PPLA2,US,KY,123
4295247,Hopkins County,37.308820000000004,-87.54084,A,ADM2,US,KY,107
4295251,Hopkinsville,36.86561,-87.49117,P,PPLA2,US,KY,047
4295712,Hyden,37.16093,-83.37324,P,PPLA2,US,KY,131
4295878,Inez,37.866479999999996,-82.53876,P,PPLA2,US,KY,159
4295954,Irvine,37.70064,-83.97381,P,PPLA2,US,KY,065
4296081,Jackson,37.55315,-83.38351,P,PPLA2,US,KY,025
4296106,Jackson County,37.419779999999996,-84.00577,A,ADM2,US,KY,109
4296173,Jamestown,36.984790000000004,-85.06300999999999,P,PPLA2,US,KY,207
4296212,Jefferson County,38.18719,-85.65916,A,ADM2,US,KY,111
4296292,Jessamine County,37.87203,-84.58093000000001,A,ADM2,US,KY,113
4296508,Johnson County,37.84664,-82.83154,A,ADM2,US,KY,115
4296902,Kenton County,38.93346,-84.53334,A,ADM2,US,KY,117
4297180,Knott County,37.35405,-82.95413,A,ADM2,US,KY,119
4297187,Knox County,36.89067,-83.85404,A,ADM2,US,KY,121
4297238,La Grange,38.40757,-85.37885,P,PPLA2,US,KY,185
4297354,Lancaster,37.61952,-84.57799999999999,P,PPLA2,US,KY,079
4297424,Larue County,37.5458,-85.69792,A,ADM2,US,KY,123
4297480,Laurel County,37.11067,-84.1178,A,ADM2,US,KY,125
4297576,Lawrence County,38.06788,-82.73475,A,ADM2,US,KY,127
4297581,Lawrenceburg,38.0373,-84.89662,P,PPLA2,US,KY,005
4297653,Lebanon,37.569790000000005,-85.25274,P,PPLA2,US,KY,155
4297704,Lee County,37.5948,-83.71628,A,ADM2,US,KY,129
4297882,Leitchfield,37.48005,-86.29386,P,PPLA2,US,KY,085
4297902,Leslie County,37.09406,-83.38116,A,ADM2,US,KY,131
4297909,Letcher County,37.121190000000006,-82.85528000000001,A,ADM2,US,KY,133
4297955,Lewis County,38.53154,-83.37805,A,ADM2,US,KY,135
4297983,Lexington,37.988690000000005,-84.47771999999999,P,PPLA2,US,KY,067
4298003,Liberty,37.31841,-84.9394,P,PPLA2,US,KY,045
4298293,Lincoln County,37.45535,-84.66081,A,ADM2,US,KY,137
4298811,Livingston County,37.2097,-88.35381,A,ADM2,US,KY,139
4298932,Logan County,36.8597,-86.87894,A,ADM2,US,KY,141
4298960,London,37.12898,-84.08326,P,PPLA2,US,KY,125
4299275,Louisa,38.11425,-82.60321,P,PPLA2,US,KY,127
4299276,Louisville,38.25424,-85.75941,P,PPLA2,US,KY,111
4299595,Lyon County,37.01913,-88.08328,A,ADM2,US,KY,143
4299665,Madison County,37.72018,-84.27799999999999,A,ADM2,US,KY,151
4299670,Madisonville,37.3281,-87.49889,P,PPLA2,US,KY,107
4299695,Magoffin County,37.70647,-83.06491,A,ADM2,US,KY,153
4299741,Manchester,37.1537,-83.76186,P,PPLA2,US,KY,051
4299842,Marion,37.33283,-88.08113,P,PPLA2,US,KY,055
4299849,Marion County,37.55253,-85.26963,A,ADM2,US,KY,155
4299896,Marshall County,36.88345,-88.32938,A,ADM2,US,KY,157
4299939,Martin County,37.80158,-82.51329,A,ADM2,US,KY,159
4300012,Mason County,38.59517,-83.82425,A,ADM2,US,KY,161
4300105,Mayfield,36.74172,-88.63672,P,PPLA2,US,KY,083
4300152,Maysville,38.64119,-83.74436999999999,P,PPLA2,US,KY,161
4300244,McCracken County,37.05408,-88.71271999999999,A,ADM2,US,KY,145
4300249,McCreary County,36.737140000000004,-84.48416999999999,A,ADM2,US,KY,147
4300339,McKee,37.43036,-83.99798,P,PPLA2,US,KY,109
4300401,McLean County,37.52919,-87.26361,A,ADM2,US,KY,149
4300426,Meade County,37.969840000000005,-86.21718,A,ADM2,US,KY,163
4300562,Menifee County,37.94138,-83.59886999999999,A,ADM2,US,KY,165
4300572,Mercer County,37.81103,-84.87444,A,ADM2,US,KY,167
4300606,Metcalfe County,36.99054,-85.62925,A,ADM2,US,KY,169
4301192,Monroe County,36.71218,-85.71651999999999,A,ADM2,US,KY,171
4301216,Montgomery County,38.03353,-83.9131,A,ADM2,US,KY,173
4301224,Monticello,36.82979,-84.84911,P,PPLA2,US,KY,231
4301307,Morehead,38.18397,-83.43268,P,PPLA2,US,KY,205
4301333,Morgan County,37.92228,-83.25889000000001,A,ADM2,US,KY,175
4301345,Morganfield,37.68338,-87.91669,P,PPLA2,US,KY,225
4301349,Morgantown,37.2256,-86.6836,P,PPLA2,US,KY,031
4301603,Mount Olivet,38.531459999999996,-84.03687,P,PPLA2,US,KY,201
4301683,Mount Sterling,38.056470000000004,-83.94326,P,PPLA2,US,KY,173
4301703,Mount Vernon,37.35286,-84.34049,P,PPLA2,US,KY,203
4301955,Muhlenberg County,37.215790000000005,-87.14204000000001,A,ADM2,US,KY,177
4302012,Munfordville,37.27228,-85.89108,P,PPLA2,US,KY,099
4302035,Murray,36.61033,-88.31475999999999,P,PPLA2,US,KY,035
4302277,Nelson County,37.80513,-85.46599,A,ADM2,US,KY,179
4302338,New Castle,38.4334,-85.16968,P,PPLA2,US,KY,103
4302529,Newport,39.09145,-84.49578000000001,P,PPLA2,US,KY,037
4302561,Nicholasville,37.88063,-84.573,P,PPLA2,US,KY,113
4302564,Nicholas County,38.3356,-84.01533,A,ADM2,US,KY,181
4302977,Ohio County,37.478190000000005,-86.84889,A,ADM2,US,KY,183
4303164,Oldham County,38.399440000000006,-85.44837,A,ADM2,US,KY,185
4303402,Owen County,38.51964,-84.82811,A,ADM2,US,KY,187
4303436,Owensboro,37.77422,-87.11333,P,PPLA2,US,KY,059
4303439,Owenton,38.53672,-84.84338000000001,P,PPLA2,US,KY,187
4303441,Owingsville,38.1448,-83.76408,P,PPLA2,US,KY,011
4303455,Owsley County,37.4192,-83.68311,A,ADM2,US,KY,189
4303543,Paintsville,37.81454,-82.80711,P,PPLA2,US,KY,115
4303602,Paris,38.2098,-84.25299,P,PPLA2,US,KY,017
4303870,Pendleton County,38.69563,-84.36027,A,ADM2,US,KY,191
4303951,Perry County,37.24429,-83.22148,A,ADM2,US,KY,193
4304226,Pike County,37.46902,-82.39587,A,ADM2,US,KY,195
4304232,Pikeville,37.47927,-82.51876,P,PPLA2,US,KY,195
4304396,Pineville,36.762029999999996,-83.69492,P,PPLA2,US,KY,013
4305121,Powell County,37.83115,-83.82377,A,ADM2,US,KY,197
4305210,Prestonsburg,37.66565,-82.77155,P,PPLA2,US,KY,071
4305266,Princeton,37.10922,-87.88195999999999,P,PPLA2,US,KY,033
4305364,Pulaski County,37.10393,-84.57718,A,ADM2,US,KY,199
4305974,Richmond,37.747859999999996,-84.29465,P,PPLA2,US,KY,151
4306340,Robertson County,38.51882,-84.05203,A,ADM2,US,KY,201
4306470,Rockcastle County,37.36518,-84.31594,A,ADM2,US,KY,203
4306996,Russell County,36.99103,-85.05869,A,ADM2,US,KY,207
4307025,Russellville,36.84532,-86.88722,P,PPLA2,US,KY,141
4307447,Salyersville,37.752590000000005,-83.06878,P,PPLA2,US,KY,153
4307616,Sandy Hook,38.08647,-83.12628000000001,P,PPLA2,US,KY,063
4307808,Scott County,38.29156,-84.58393000000001,A,ADM2,US,KY,209
4307837,Scottsville,36.75338,-86.19054,P,PPLA2,US,KY,003
4308112,Shelby County,38.21544,-85.19476999999999,A,ADM2,US,KY,211
4308122,Shelbyville,38.21201,-85.22357,P,PPLA2,US,KY,211
4308163,Shepherdsville,37.9884,-85.71579,P,PPLA2,US,KY,029
4308447,Simpson County,36.74194,-86.58232,A,ADM2,US,KY,213
4308835,Smithland,37.138940000000005,-88.40337,P,PPLA2,US,KY,139
4308922,Somerset,37.09202,-84.60410999999999,P,PPLA2,US,KY,199
4309179,Spencer County,38.032509999999995,-85.32785,A,ADM2,US,KY,215
4309329,Springfield,37.685340000000004,-85.22218000000001,P,PPLA2,US,KY,229
4309487,Stanford,37.53119,-84.66189,P,PPLA2,US,KY,137
4309498,Stanton,37.84564,-83.85825,P,PPLA2,US,KY,197
4310601,Taylor County,37.36646,-85.32784000000001,A,ADM2,US,KY,217
4310638,Taylorsville,38.031729999999996,-85.34245,P,PPLA2,US,KY,215
4310988,Todd County,36.83556,-87.17915,A,ADM2,US,KY,219
4311035,Tompkinsville,36.70228,-85.69164,P,PPLA2,US,KY,171
4311258,Trigg County,36.80632,-87.87337,A,ADM2,US,KY,221
4311266,Trimble County,38.61303,-85.33757,A,ADM2,US,KY,223
4311683,Union County,37.65845,-87.94538,A,ADM2,US,KY,225
4311976,Vanceburg,38.59924,-83.3188,P,PPLA2,US,KY,135
4312057,Versailles,38.05258,-84.72995,P,PPLA2,US,KY,239
4312732,Warren County,36.99358,-86.4238,A,ADM2,US,KY,227
4312734,Warsaw,38.7834,-84.90162,P,PPLA2,US,KY,077
4312745,Washington County,37.75338,-85.17475,A,ADM2,US,KY,229
4312835,Wayne County,36.80127,-84.82863,A,ADM2,US,KY,231
4312885,Webster County,37.51842,-87.68316,A,ADM2,US,KY,233
4313038,West Liberty,37.921479999999995,-83.25962,P,PPLA2,US,KY,175
4313346,Whitesburg,37.11843,-82.82683,P,PPLA2,US,KY,133
4313358,Whitley City,36.72341,-84.47049,P,PPLA2,US,KY,147
4313367,Whitley County,36.758070000000004,-84.14518000000001,A,ADM2,US,KY,235
4313395,Wickliffe,36.96478,-89.08923,P,PPLA2,US,KY,007
4313563,Williamsburg,36.74342,-84.15966,P,PPLA2,US,KY,235
4313572,Williamstown,38.63812,-84.5605,P,PPLA2,US,KY,081
4313697,Winchester,37.99008,-84.17965,P,PPLA2,US,KY,049
4313865,Wolfe County,37.73932,-83.49318000000001,A,ADM2,US,KY,237
4313946,Woodford County,38.042390000000005,-84.74359,A,ADM2,US,KY,239
4314295,Abbeville,29.97465,-92.13429000000001,P,PPLA2,US,LA,113
4314344,Acadia Parish,30.29053,-92.41198,A,ADM2,US,LA,001
4314550,Alexandria,31.311290000000003,-92.44514000000001,P,PPLA2,US,LA,079
4314607,Allen Parish,30.65287,-92.82788000000001,A,ADM2,US,LA,003
4314744,Amite,30.726570000000002,-90.50898000000001,P,PPLA2,US,LA,105
4314969,Arcadia,32.549040000000005,-92.92016,P,PPLA2,US,LA,013
4315067,Ascension Parish,30.203540000000004,-90.91129000000001,A,ADM2,US,LA,005
4315120,Assumption Parish,29.90077,-91.06259,A,ADM2,US,LA,007
4315243,Avoyelles Parish,31.076240000000002,-92.00138000000001,A,ADM2,US,LA,009
4315535,Bastrop,32.77828,-91.91144,P,PPLA2,US,LA,067
4316112,Beauregard Parish,30.64847,-93.34334,A,ADM2,US,LA,011
4316471,Benton,32.69487,-93.74185,P,PPLA2,US,LA,015
4316721,Bienville Parish,32.34722,-93.05595,A,ADM2,US,LA,013
4317649,Bossier Parish,32.67899,-93.605,A,ADM2,US,LA,015
4318532,Caddo Parish,32.58017,-93.88235,A,ADM2,US,LA,017
4318583,Calcasieu Parish,30.22922,-93.35795,A,ADM2,US,LA,019
4318597,Caldwell Parish,32.09227,-92.11661,A,ADM2,US,LA,021
4318690,Cameron Parish,29.846870000000003,-93.1989,A,ADM2,US,LA,023
4318695,Cameron,29.79772,-93.32515,P,PPLA2,US,LA,023
4319276,Catahoula Parish,31.66617,-91.84707,A,ADM2,US,LA,025
4319518,Chalmette,29.94296,-89.96537,P,PPLA2,US,LA,087
4320117,Claiborne Parish,32.82269,-92.99573000000001,A,ADM2,US,LA,027
4320277,Clinton,30.865740000000002,-91.01566,P,PPLA2,US,LA,037
4320425,Colfax,31.519059999999996,-92.70682,P,PPLA2,US,LA,043
4320492,Columbia,32.10516,-92.07791,P,PPLA2,US,LA,021
4320594,Concordia Parish,31.445840000000004,-91.64005999999999,A,ADM2,US,LA,029
4320643,Convent,30.02076,-90.82982,P,PPLA2,US,LA,093
4321005,Covington,30.47549,-90.10042,P,PPLA2,US,LA,103
4321014,Coushatta,32.01488,-93.34212,P,PPLA2,US,LA,081
4321310,Crowley,30.214090000000002,-92.37458000000001,P,PPLA2,US,LA,001
4321759,De Soto Parish,32.05545,-93.73728,A,ADM2,US,LA,031
4321781,DeRidder,30.84631,-93.28905,P,PPLA2,US,LA,011
4322811,Donaldsonville,30.10114,-90.99412,P,PPLA2,US,LA,005
4323288,East Baton Rouge Parish,30.538240000000002,-91.09562,A,ADM2,US,LA,033
4323316,East Carroll Parish,32.73255,-91.23507,A,ADM2,US,LA,035
4323332,East Feliciana Parish,30.84507,-91.04554,A,ADM2,US,LA,037
4323551,Edgard,30.043259999999997,-90.56009,P,PPLA2,US,LA,095
4323933,Evangeline Parish,30.72894,-92.4059,A,ADM2,US,LA,039
4324179,Farmerville,32.77347,-92.4057,P,PPLA2,US,LA,111
4325150,Franklin,29.79604,-91.5015,P,PPLA2,US,LA,101
4325158,Franklin Parish,32.13322,-91.67376999999999,A,ADM2,US,LA,041
4325165,Franklinton,30.847309999999997,-90.15527,P,PPLA2,US,LA,117
4326254,Grant Parish,31.5997,-92.55951999999999,A,ADM2,US,LA,043
4326511,Greensburg,30.830740000000002,-90.67175999999999,P,PPLA2,US,LA,091
4326575,Gretna,29.91465,-90.05396,P,PPLA2,US,LA,051
4326799,Hahnville,29.97659,-90.40897,P,PPLA2,US,LA,089
4327024,Harrisonburg,31.772109999999998,-91.82151999999999,P,PPLA2,US,LA,025
4327785,Homer,32.791920000000005,-93.05503,P,PPLA2,US,LA,027
4328010,Houma,29.59577,-90.71953,P,PPLA2,US,LA,109
4328254,Iberia Parish,29.51353,-91.83964,A,ADM2,US,LA,045
4328261,Iberville Parish,30.2585,-91.34936,A,ADM2,US,LA,047
4328854,Jackson Parish,32.30203,-92.55774,A,ADM2,US,LA,049
4328965,Jefferson Davis Parish,30.26772,-92.81411999999999,A,ADM2,US,LA,053
4328978,Jefferson Parish,29.680970000000002,-90.09798,A,ADM2,US,LA,051
4329021,Jena,31.68323,-92.13374,P,PPLA2,US,LA,059
4329037,Jennings,30.22243,-92.65708000000001,P,PPLA2,US,LA,053
4329308,Jonesboro,32.24127,-92.71599,P,PPLA2,US,LA,049
4330078,La Salle Parish,31.67673,-92.16044000000001,A,ADM2,US,LA,059
4330145,Lafayette,30.224090000000004,-92.01984,P,PPLA2,US,LA,055
4330160,Lafayette Parish,30.206770000000002,-92.06388000000001,A,ADM2,US,LA,055
4330185,Lafourche Parish,29.500329999999998,-90.40259,A,ADM2,US,LA,057
4330236,Lake Charles,30.21309,-93.2044,P,PPLA2,US,LA,019
4330331,Lake Providence,32.804990000000004,-91.17098,P,PPLA2,US,LA,035
4330740,Leesville,31.143520000000002,-93.26100000000001,P,PPLA2,US,LA,115
4330983,Lincoln Parish,32.60164,-92.66481999999999,A,ADM2,US,LA,061
4331485,Livingston,30.502129999999998,-90.74786999999999,P,PPLA2,US,LA,063
4331488,Livingston Parish,30.440140000000003,-90.72791,A,ADM2,US,LA,063
4332258,Madison Parish,32.3644,-91.24258,A,ADM2,US,LA,065
4332494,Mansfield,32.037659999999995,-93.70018,P,PPLA2,US,LA,031
4332518,Many,31.56878,-93.48406,P,PPLA2,US,LA,085
4332604,Marksville,31.12797,-92.06624000000001,P,PPLA2,US,LA,009
4333533,Minden,32.615429999999996,-93.28684,P,PPLA2,US,LA,119
4333669,Monroe,32.50931,-92.1193,P,PPLA2,US,LA,073
4333789,Morehouse Parish,32.82022,-91.8018,A,ADM2,US,LA,067
4334696,Napoleonville,29.940479999999997,-91.02481999999999,P,PPLA2,US,LA,007
4334720,Natchitoches,31.760720000000003,-93.08627,P,PPLA2,US,LA,069
4334734,Natchitoches Parish,31.723540000000003,-93.09624000000001,A,ADM2,US,LA,069
4334971,New Iberia,30.00354,-91.81873,P,PPLA2,US,LA,045
4335045,New Orleans,29.95465,-90.07507,P,PPLA2,US,LA,071
4335096,New Roads,30.70157,-91.43621999999999,P,PPLA2,US,LA,077
4335690,Oak Grove,32.86096,-91.38845,P,PPLA2,US,LA,123
4335887,Oberlin,30.6202,-92.76265,P,PPLA2,US,LA,003
4336153,Opelousas,30.53353,-92.08151,P,PPLA2,US,LA,097
4336191,Orleans Parish,30.068640000000002,-89.92813000000001,A,ADM2,US,LA,071
4336232,Ouachita Parish,32.47831,-92.15486999999999,A,ADM2,US,LA,073
4337436,Plaquemine,30.29005,-91.23496999999999,P,PPLA2,US,LA,047
4337452,Plaquemines Parish,29.544209999999996,-89.82047,A,ADM2,US,LA,075
4337708,Pointe Coupee Parish,30.7094,-91.60079,A,ADM2,US,LA,077
4337823,Port Allen,30.452140000000004,-91.21011,P,PPLA2,US,LA,121
4338356,Rapides Parish,31.198620000000002,-92.5332,A,ADM2,US,LA,079
4338415,Rayville,32.47736,-91.75485,P,PPLA2,US,LA,083
4338489,Red River Parish,32.09315,-93.33988000000001,A,ADM2,US,LA,081
4338711,Richland Parish,32.417790000000004,-91.76349,A,ADM2,US,LA,083
4339348,Ruston,32.52321,-92.63793000000001,P,PPLA2,US,LA,061
4339354,Sabine Parish,31.564009999999996,-93.5547,A,ADM2,US,LA,085
4339526,Saint Bernard Parish,29.873990000000003,-89.82422,A,ADM2,US,LA,087
4339583,Saint Charles Parish,29.90553,-90.35821999999999,A,ADM2,US,LA,089
4339684,Saint Francisville,30.7799,-91.3765,P,PPLA2,US,LA,125
4339724,Saint Helena Parish,30.82198,-90.71032,A,ADM2,US,LA,091
4339793,Saint James Parish,30.0263,-90.79632,A,ADM2,US,LA,093
4339881,Saint John the Baptist Parish,30.126459999999998,-90.47088000000001,A,ADM2,US,LA,095
4339934,Saint Joseph,31.918490000000002,-91.23345,P,PPLA2,US,LA,107
4340045,Saint Landry Parish,30.59885,-92.00586,A,ADM2,US,LA,097
4340186,Saint Martin Parish,30.129070000000002,-91.6083,A,ADM2,US,LA,099
4340196,Saint Martinville,30.1252,-91.83345,P,PPLA2,US,LA,099
4340232,Saint Mary Parish,29.63462,-91.47293,A,ADM2,US,LA,101
4340579,Saint Tammany Parish,30.40875,-89.95393,A,ADM2,US,LA,103
4341513,Shreveport,32.52515,-93.75018,P,PPLA2,US,LA,017
4343103,Tallulah,32.40848,-91.18678,P,PPLA2,US,LA,065
4343122,Tangipahoa Parish,30.62665,-90.40568,A,ADM2,US,LA,105
4343280,Tensas Parish,32.00166,-91.34007,A,ADM2,US,LA,107
4343313,Terrebonne Parish,29.33744,-90.83764000000001,A,ADM2,US,LA,109
4343429,Thibodaux,29.795759999999998,-90.82287,P,PPLA2,US,LA,057
4344274,Union Parish,32.8319,-92.37482,A,ADM2,US,LA,111
4344530,Vermilion Parish,29.809390000000004,-92.30428,A,ADM2,US,LA,113
4344544,Vernon Parish,31.108290000000004,-93.18415,A,ADM2,US,LA,115
4344599,Vidalia,31.565440000000002,-91.42595,P,PPLA2,US,LA,029
4344651,Ville Platte,30.68797,-92.27152,P,PPLA2,US,LA,039
4345509,Washington Parish,30.853340000000003,-90.04052,A,ADM2,US,LA,117
4345618,Webster Parish,32.71345,-93.33498,A,ADM2,US,LA,119
4345713,West Baton Rouge Parish,30.463409999999996,-91.31275,A,ADM2,US,LA,121
4345740,West Carroll Parish,32.78856,-91.45674,A,ADM2,US,LA,123
4345778,West Feliciana Parish,30.87977,-91.42003000000001,A,ADM2,US,LA,125
4346451,Winn Parish,31.94425,-92.63677,A,ADM2,US,LA,127
4346455,Winnfield,31.92558,-92.64131,P,PPLA2,US,LA,127
4346466,Winnsboro,32.16321,-91.72068,P,PPLA2,US,LA,041
4347094,Allegany County,39.62148,-78.6989,A,ADM2,US,MD,001
4347283,Anne Arundel County,38.99416,-76.5676,A,ADM2,US,MD,003
4347778,Baltimore,39.29038,-76.61219,P,PPLA2,US,MD,510
4347790,Baltimore County,39.44307,-76.61632,A,ADM2,US,MD,005
4347820,City of Baltimore,39.29038,-76.61219,A,ADM2,US,MD,510
4348240,Bel Air,39.535940000000004,-76.34829,P,PPLA2,US,MD,025
4350123,Calvert County,38.53471,-76.53056,A,ADM2,US,MD,009
4350175,Cambridge,38.56317,-76.07883000000001,P,PPLA2,US,MD,019
4350425,Caroline County,38.87173,-75.8316,A,ADM2,US,MD,011
4350461,Carroll County,39.56286,-77.02252,A,ADM2,US,MD,013
4350685,Cecil County,39.56242,-75.94811,A,ADM2,US,MD,015
4350878,Centreville,39.041779999999996,-76.06633000000001,P,PPLA2,US,MD,035
4351021,Charles County,38.47368,-77.01348,A,ADM2,US,MD,017
4351264,Chestertown,39.209,-76.06661,P,PPLA2,US,MD,029
4352681,Cumberland,39.65287,-78.76252,P,PPLA2,US,MD,001
4353075,Denton,38.88456,-75.82715999999999,P,PPLA2,US,MD,011
4353543,Dorchester County,38.42261,-76.08332,A,ADM2,US,MD,019
4353962,Easton,38.77428,-76.07633,P,PPLA2,US,MD,041
4354234,Elkton,39.60678,-75.83327,P,PPLA2,US,MD,015
4354265,Ellicott City,39.26733,-76.79831,P,PPLA2,US,MD,027
4355585,Frederick,39.41427,-77.41054,P,PPLA2,US,MD,021
4355594,Frederick County,39.47222,-77.39799000000001,A,ADM2,US,MD,021
4355939,Garrett County,39.5286,-79.27388,A,ADM2,US,MD,023
4357141,Hagerstown,39.64176,-77.71999,P,PPLA2,US,MD,043
4357407,Harford County,39.53644,-76.29887,A,ADM2,US,MD,025
4358598,Howard County,39.25072,-76.93119,A,ADM2,US,MD,027
4359780,Kent County,39.2356,-76.09581999999999,A,ADM2,US,MD,029
4360103,La Plata,38.52929,-76.97525,P,PPLA2,US,MD,017
4360551,Leonardtown,38.29124,-76.63579,P,PPLA2,US,MD,037
4362716,Montgomery County,39.136379999999996,-77.20424,A,ADM2,US,MD,031
4364231,Oakland,39.40787,-79.40671,P,PPLA2,US,MD,023
4366159,Prince Frederick,38.5404,-76.5844,P,PPLA2,US,MD,009
4366164,Prince George's County,38.82952,-76.84729,A,ADM2,US,MD,033
4366176,Princess Anne,38.2029,-75.69243,P,PPLA2,US,MD,039
4366351,Queen Anne's County,39.03763,-76.08504,A,ADM2,US,MD,035
4367175,Rockville,39.084,-77.15276,P,PPLA2,US,MD,031
4368320,Saint Mary's County,38.21586,-76.52906,A,ADM2,US,MD,037
4368711,Salisbury,38.36067,-75.59937,P,PPLA2,US,MD,045
4369807,Snow Hill,38.17706,-75.3927,P,PPLA2,US,MD,047
4369894,Somerset County,38.08007,-75.85347,A,ADM2,US,MD,039
4370904,Talbot County,38.7491,-76.17862,A,ADM2,US,MD,041
4371582,Towson,39.4015,-76.60191,P,PPLA2,US,MD,005
4372183,Upper Marlboro,38.81595,-76.74969,P,PPLA2,US,MD,033
4372777,Washington County,39.60367,-77.81398,A,ADM2,US,MD,043
4373238,Westminster,39.575379999999996,-76.99580999999999,P,PPLA2,US,MD,013
4373554,Wicomico County,38.36942,-75.63150999999999,A,ADM2,US,MD,045
4374180,Worcester County,38.2165,-75.29666999999999,A,ADM2,US,MD,047
4374730,Alton,36.69423,-91.3993,P,PPLA2,US,MO,149
4374849,Andrew County,39.98349,-94.80205,A,ADM2,US,MO,003
4375346,Audrain County,39.215759999999996,-91.84159,A,ADM2,US,MO,007
4375383,Ava,36.952,-92.66045,P,PPLA2,US,MO,067
4375882,Barry County,36.70987,-93.82907,A,ADM2,US,MO,009
