gid,name,lat,lon,f_class,f_code,country,state,county,state_county
4327024,Harrisonburg,31.772109999999998,-91.82151999999999,P,PPLA2,US,LA,025,LA_025
4327785,Homer,32.791920000000005,-93.05503,P,PPLA2,US,LA,027,LA_027
4328010,Houma,29.59577,-90.71953,P,PPLA2,US,LA,109,LA_109
4329021,Jena,31.68323,-92.13374,P,PPLA2,US,LA,059,LA_059
4329037,Jennings,30.22243,-92.65708000000001,P,PPLA2,US,LA,053,LA_053
4329308,Jonesboro,32.24127,-92.71599,P,PPLA2,US,LA,049,LA_049
4330145,Lafayette,30.224090000000004,-92.01984,P,PPLA2,US,LA,055,LA_055
4330236,Lake Charles,30.21309,-93.2044,P,PPLA2,US,LA,019,LA_019
4330331,Lake Providence,32.804990000000004,-91.17098,P,PPLA2,US,LA,035,LA_035
4330740,Leesville,31.143520000000002,-93.26100000000001,P,PPLA2,US,LA,115,LA_115
4331485,Livingston,30.502129999999998,-90.74786999999999,P,PPLA2,US,LA,063,LA_063
4332494,Mansfield,32.037659999999995,-93.70018,P,PPLA2,US,LA,031,LA_031
4332518,Many,31.56878,-93.48406,P,PPLA2,US,LA,085,LA_085
4332604,Marksville,31.12797,-92.06624000000001,P,PPLA2,US,LA,009,LA_009
4333533,Minden,32.615429999999996,-93.28684,P,PPLA2,US,LA,119,LA_119
4333669,Monroe,32.50931,-92.1193,P,PPLA2,US,LA,073,LA_073
4334696,Napoleonville,29.940479999999997,-91.02481999999999,P,PPLA2,US,LA,007,LA_007
4334720,Natchitoches,31.760720000000003,-93.08627,P,PPLA2,US,LA,069,LA_069
4334971,New Iberia,30.00354,-91.81873,P,PPLA2,US,LA,045,LA_045
4335045,New Orleans,29.95465,-90.07507,P,PPLA2,US,LA,071,LA_071
4335096,New Roads,30.70157,-91.43621999999999,P,PPLA2,US,LA,077,LA_077
4335690,Oak Grove,32.86096,-91.38845,P,PPLA2,US,LA,123,LA_123
4335887,Oberlin,30.6202,-92.76265,P,PPLA2,US,LA,003,LA_003
4336153,Opelousas,30.53353,-92.08151,P,PPLA2,US,LA,097,LA_097
4337436,Plaquemine,30.29005,-91.23496999999999,P,PPLA2,US,LA,047,LA_047
4337452,Plaquemines Parish,29.544209999999996,-89.82047,A,ADM2,US,LA,075,LA_075
4337823,Port Allen,30.452140000000004,-91.21011,P,PPLA2,US,LA,121,LA_121
4338415,Rayville,32.47736,-91.75485,P,PPLA2,US,LA,083,LA_083
4339348,Ruston,32.52321,-92.63793000000001,P,PPLA2,US,LA,061,LA_061
4339684,Saint Francisville,30.7799,-91.3765,P,PPLA2,US,LA,125,LA_125
4339934,Saint Joseph,31.918490000000002,-91.23345,P,PPLA2,US,LA,107,LA_107
4340196,Saint Martinville,30.1252,-91.83345,P,PPLA2,US,LA,099,LA_099
4341513,Shreveport,32.52515,-93.75018,P,PPLA2,US,LA,017,LA_017
4343103,Tallulah,32.40848,-91.18678,P,PPLA2,US,LA,065,LA_065
4343429,Thibodaux,29.795759999999998,-90.82287,P,PPLA2,US,LA,057,LA_057
4344599,Vidalia,31.565440000000002,-91.42595,P,PPLA2,US,LA,029,LA_029
4344651,Ville Platte,30.68797,-92.27152,P,PPLA2,US,LA,039,LA_039
4346455,Winnfield,31.92558,-92.64131,P,PPLA2,US,LA,127,LA_127
4346466,Winnsboro,32.16321,-91.72068,P,PPLA2,US,LA,041,LA_041
4347283,Anne Arundel County,38.99416,-76.5676,A,ADM2,US,MD,003,MD_003
4347778,Baltimore,39.29038,-76.61219,P,PPLA2,US,MD,510,MD_510
4348240,Bel Air,39.535940000000004,-76.34829,P,PPLA2,US,MD,025,MD_025
4350175,Cambridge,38.56317,-76.07883000000001,P,PPLA2,US,MD,019,MD_019
4350878,Centreville,39.041779999999996,-76.06633000000001,P,PPLA2,US,MD,035,MD_035
4351264,Chestertown,39.209,-76.06661,P,PPLA2,US,MD,029,MD_029
4352681,Cumberland,39.65287,-78.76252,P,PPLA2,US,MD,001,MD_001
4353075,Denton,38.88456,-75.82715999999999,P,PPLA2,US,MD,011,MD_011
4353962,Easton,38.77428,-76.07633,P,PPLA2,US,MD,041,MD_041
4354234,Elkton,39.60678,-75.83327,P,PPLA2,US,MD,015,MD_015
4354265,Ellicott City,39.26733,-76.79831,P,PPLA2,US,MD,027,MD_027
4355585,Frederick,39.41427,-77.41054,P,PPLA2,US,MD,021,MD_021
4357141,Hagerstown,39.64176,-77.71999,P,PPLA2,US,MD,043,MD_043
4360103,La Plata,38.52929,-76.97525,P,PPLA2,US,MD,017,MD_017
4360551,Leonardtown,38.29124,-76.63579,P,PPLA2,US,MD,037,MD_037
4364231,Oakland,39.40787,-79.40671,P,PPLA2,US,MD,023,MD_023
4366159,Prince Frederick,38.5404,-76.5844,P,PPLA2,US,MD,009,MD_009
4366176,Princess Anne,38.2029,-75.69243,P,PPLA2,US,MD,039,MD_039
4367175,Rockville,39.084,-77.15276,P,PPLA2,US,MD,031,MD_031
4368711,Salisbury,38.36067,-75.59937,P,PPLA2,US,MD,045,MD_045
4369807,Snow Hill,38.17706,-75.3927,P,PPLA2,US,MD,047,MD_047
4371582,Towson,39.4015,-76.60191,P,PPLA2,US,MD,005,MD_005
4372183,Upper Marlboro,38.81595,-76.74969,P,PPLA2,US,MD,033,MD_033
4373238,Westminster,39.575379999999996,-76.99580999999999,P,PPLA2,US,MD,013,MD_013
4374730,Alton,36.69423,-91.3993,P,PPLA2,US,MO,149,MO_149
4375383,Ava,36.952,-92.66045,P,PPLA2,US,MO,067,MO_067
4376569,Benton,37.09783,-89.56258000000001,P,PPLA2,US,MO,201,MO_201
4377531,Bloomfield,36.88589,-89.92926,P,PPLA2,US,MO,207,MO_207
4377835,Bolivar,37.61448,-93.41046999999999,P,PPLA2,US,MO,167,MO_167
4377957,Boonville,38.97364,-92.74324,P,PPLA2,US,MO,053,MO_053
4378070,Bowling Green,39.34199,-91.19514000000001,P,PPLA2,US,MO,163,MO_163
4379025,Buffalo,37.64393,-93.09241,P,PPLA2,US,MO,059,MO_059
4379322,Butler,38.25863,-94.33051,P,PPLA2,US,MO,013,MO_013
4379545,California,38.62753,-92.56658,P,PPLA2,US,MO,135,MO_135
4379634,Camdenton,38.00809,-92.74463,P,PPLA2,US,MO,029,MO_029
4380145,Carrollton,39.35835,-93.49577,P,PPLA2,US,MO,033,MO_033
4380202,Carthage,37.17645,-94.31022,P,PPLA2,US,MO,097,MO_097
4380211,Caruthersville,36.19312,-89.65564,P,PPLA2,US,MO,155,MO_155
4380284,Cassville,36.677009999999996,-93.86881,P,PPLA2,US,MO,009,MO_009
4380775,Centerville,37.43505,-90.95846,P,PPLA2,US,MO,179,MO_179
4380997,Charleston,36.92089,-89.35063000000001,P,PPLA2,US,MO,133,MO_133
4381104,Chillicothe,39.79529,-93.55244,P,PPLA2,US,MO,117,MO_117
4381478,Clayton,38.64255,-90.32373,P,PPLA2,US,MO,189,MO_189
4381643,Clinton,38.368629999999996,-93.77826999999999,P,PPLA2,US,MO,083,MO_083
4381866,Cole County,38.50541,-92.2816,A,ADM2,US,MO,051,MO_051
4381982,Columbia,38.95171,-92.33407,P,PPLA2,US,MO,019,MO_019
4384264,Doniphan,36.62089,-90.82346,P,PPLA2,US,MO,181,MO_181
4385654,Eminence,37.1506,-91.35764,P,PPLA2,US,MO,203,MO_203
4386289,Farmington,37.780879999999996,-90.42179,P,PPLA2,US,MO,187,MO_187
4386332,Fayette,39.14587,-92.68379,P,PPLA2,US,MO,089,MO_089
4386981,Forsyth,36.68506,-93.1199,P,PPLA2,US,MO,213,MO_213
4387240,Fredericktown,37.559779999999996,-90.29401,P,PPLA2,US,MO,123,MO_123
4387496,Fulton,38.846709999999995,-91.94796,P,PPLA2,US,MO,027,MO_027
4387545,Gainesville,36.603120000000004,-92.42822,P,PPLA2,US,MO,153,MO_153
4387557,Galena,36.80534,-93.46658000000001,P,PPLA2,US,MO,209,MO_209
4387569,Gallatin,39.91445,-93.96217,P,PPLA2,US,MO,061,MO_061
4388790,Greenfield,37.41532,-93.84104,P,PPLA2,US,MO,057,MO_057
4388822,Greenville,37.12727,-90.45011,P,PPLA2,US,MO,223,MO_223
4389658,Harrisonville,38.65334,-94.34884,P,PPLA2,US,MO,037,MO_037
4389731,Hartville,37.25088,-92.51044,P,PPLA2,US,MO,229,MO_229
4390221,Hermann,38.704209999999996,-91.43738,P,PPLA2,US,MO,073,MO_073
4390229,Hermitage,37.94142,-93.31631,P,PPLA2,US,MO,085,MO_085
4390705,Hillsboro,38.232279999999996,-90.5629,P,PPLA2,US,MO,099,MO_099
4391354,Houston,37.326159999999994,-91.95599,P,PPLA2,US,MO,215,MO_215
4391641,Huntsville,39.44059,-92.54518,P,PPLA2,US,MO,175,MO_175
4392057,Ironton,37.59727,-90.62734,P,PPLA2,US,MO,093,MO_093
4392163,Jackson,37.38227,-89.66620999999999,P,PPLA2,US,MO,031,MO_031
4392183,Jackson County,39.0085,-94.34609,A,ADM2,US,MO,095,MO_095
4393451,Kennett,36.23618,-90.05565,P,PPLA2,US,MO,069,MO_069
4393535,Keytesville,39.434470000000005,-92.93825,P,PPLA2,US,MO,041,MO_041
4393687,Kingston,39.64417,-94.03855,P,PPLA2,US,MO,025,MO_025
4394487,Lamar,37.49505,-94.27660999999999,P,PPLA2,US,MO,011,MO_011
4394794,Lebanon,37.6806,-92.66379,P,PPLA2,US,MO,105,MO_105
4395035,Lexington,39.18473,-93.87994,P,PPLA2,US,MO,107,MO_107
4395052,Liberty,39.246109999999994,-94.41911999999999,P,PPLA2,US,MO,047,MO_047
4395447,Linneus,39.87863,-93.18881999999999,P,PPLA2,US,MO,115,MO_115
4396767,Macon,39.742259999999995,-92.47269,P,PPLA2,US,MO,121,MO_121
4397065,Marble Hill,37.305890000000005,-89.97038,P,PPLA2,US,MO,017,MO_017
4397211,Marshall,39.12308,-93.19686999999999,P,PPLA2,US,MO,195,MO_195
4397238,Marshfield,37.33866,-92.90711999999999,P,PPLA2,US,MO,225,MO_225
4397543,Maysville,39.88917,-94.3619,P,PPLA2,US,MO,063,MO_063
4398103,Mexico,39.16976,-91.88295,P,PPLA2,US,MO,007,MO_007
4398894,Montgomery City,38.977540000000005,-91.50488,P,PPLA2,US,MO,139,MO_139
4399605,Mount Vernon,37.10367,-93.81854,P,PPLA2,US,MO,109,MO_109
4400183,Neosho,36.868959999999994,-94.368,P,PPLA2,US,MO,145,MO_145
4400203,Nevada,37.839209999999994,-94.35467,P,PPLA2,US,MO,217,MO_217
4400423,New London,39.58532,-91.40098,P,PPLA2,US,MO,173,MO_173
4400427,New Madrid,36.58645,-89.52785,P,PPLA2,US,MO,143,MO_143
4402011,Oregon,39.986940000000004,-95.14498,P,PPLA2,US,MO,087,MO_087
4402099,Osceola,38.0467,-93.70438,P,PPLA2,US,MO,185,MO_185
4402245,Ozark,37.02089,-93.20602,P,PPLA2,US,MO,043,MO_043
4402381,Palmyra,39.79421,-91.52320999999999,P,PPLA2,US,MO,127,MO_127
4402452,Paris,39.48087,-92.00128000000001,P,PPLA2,US,MO,137,MO_137
4402998,Perryville,37.72422,-89.86121999999999,P,PPLA2,US,MO,157,MO_157
4403442,Pineville,36.59452,-94.3841,P,PPLA2,US,MO,119,MO_119
4403599,Platte City,39.37028,-94.78246,P,PPLA2,US,MO,165,MO_165
4403615,Plattsburg,39.56555,-94.44801,P,PPLA2,US,MO,049,MO_049
4404233,Poplar Bluff,36.757,-90.39289000000001,P,PPLA2,US,MO,023,MO_023
4404348,Potosi,37.936440000000005,-90.78791,P,PPLA2,US,MO,221,MO_221
4405588,Richmond,39.278620000000004,-93.97689,P,PPLA2,US,MO,177,MO_177
4406282,Rolla,37.95143,-91.77127,P,PPLA2,US,MO,161,MO_161
4406831,Saint Charles,38.78394,-90.48123000000001,P,PPLA2,US,MO,183,MO_183
4407010,Saint Joseph,39.768609999999995,-94.84663,P,PPLA2,US,MO,021,MO_021
4407066,St. Louis,38.62727,-90.19789,P,PPLA2,US,MO,510,MO_510
4407295,Sainte Genevieve County,37.8944,-90.19442,A,ADM2,US,MO,186,MO_186
4407308,Salem,37.6456,-91.53598000000001,P,PPLA2,US,MO,065,MO_065
4407665,Savannah,39.94166,-94.83025,P,PPLA2,US,MO,003,MO_003
4408000,Sedalia,38.70446,-93.22825999999999,P,PPLA2,US,MO,159,MO_159
4408350,Shelbyville,39.80587,-92.04156,P,PPLA2,US,MO,205,MO_205
4409896,Springfield,37.21533,-93.29824,P,PPLA2,US,MO,077,MO_077
4410113,Steelville,37.9681,-91.35486999999999,P,PPLA2,US,MO,055,MO_055
4410287,Stockton,37.69893,-93.79604,P,PPLA2,US,MO,039,MO_039
4412089,Troy,38.979490000000006,-90.9807,P,PPLA2,US,MO,113,MO_113
4412325,Tuscumbia,38.233090000000004,-92.45852,P,PPLA2,US,MO,131,MO_131
4412454,Union,38.45005,-91.00848,P,PPLA2,US,MO,071,MO_071
4412847,Van Buren,36.99561,-91.01456999999999,P,PPLA2,US,MO,035,MO_035
4413013,Versailles,38.43141,-92.84103,P,PPLA2,US,MO,141,MO_141
4413085,Vienna,38.18671,-91.94711,P,PPLA2,US,MO,125,MO_125
4413595,Warrensburg,38.76279,-93.73605,P,PPLA2,US,MO,101,MO_101
4413598,Warrenton,38.811440000000005,-91.14154,P,PPLA2,US,MO,219,MO_219
4413601,Warsaw,38.24308,-93.38186999999999,P,PPLA2,US,MO,015,MO_015
4413802,Waynesville,37.82865,-92.20071999999999,P,PPLA2,US,MO,169,MO_169
4414200,West Plains,36.728120000000004,-91.85237,P,PPLA2,US,MO,091,MO_091
4415813,Aberdeen,33.825109999999995,-88.54366,P,PPLA2,US,MS,095,MS_095
4415878,Ackerman,33.31012,-89.17284000000001,P,PPLA2,US,MS,019,MS_019
4416602,Ashland,34.83287,-89.1759,P,PPLA2,US,MS,009,MS_009
4417205,Bay Saint Louis,30.308809999999998,-89.33005,P,PPLA2,US,MS,045,MS_045
4417676,Belzoni,33.184290000000004,-90.48926,P,PPLA2,US,MS,053,MS_053
4419012,Bolivar County,33.79554,-90.8804,A,ADM2,US,MS,011,MS_011
4419094,Booneville,34.65815,-88.56671999999999,P,PPLA2,US,MS,117,MS_117
4419290,Brandon,32.2732,-89.98592,P,PPLA2,US,MS,121,MS_121
4419500,Brookhaven,31.57906,-90.44065,P,PPLA2,US,MS,085,MS_085
4420617,Canton,32.61264,-90.03675,P,PPLA2,US,MS,089,MS_089
4420729,Carrollton,33.508179999999996,-89.92036,P,PPLA2,US,MS,015,MS_015
4420799,Carthage,32.73264,-89.53618,P,PPLA2,US,MS,079,MS_079
4421449,Chickasaw County,33.9208,-88.94785999999999,A,ADM2,US,MS,017,MS_017
4421935,Clarksdale,34.200109999999995,-90.57093,P,PPLA2,US,MS,027,MS_027
4422375,Collins,31.64544,-89.55535,P,PPLA2,US,MS,031,MS_031
4422442,Columbus,33.495670000000004,-88.42726,P,PPLA2,US,MS,087,MS_087
4422457,Columbia,31.25184,-89.83758,P,PPLA2,US,MS,091,MS_091
4422713,Corinth,34.93425,-88.52226999999999,P,PPLA2,US,MS,003,MS_003
4423639,De Kalb,32.76763,-88.65088,P,PPLA2,US,MS,069,MS_069
4423701,Decatur,32.439029999999995,-89.10839,P,PPLA2,US,MS,101,MS_101
4426218,Fayette,31.71155,-91.06066,P,PPLA2,US,MS,063,MS_063
4426884,Forest,32.36459,-89.47423,P,PPLA2,US,MS,123,MS_123
4427345,Fulton,34.273990000000005,-88.40921,P,PPLA2,US,MS,057,MS_057
4428475,Greenville,33.40898,-91.05978,P,PPLA2,US,MS,151,MS_151
4428495,Greenwood,33.51623,-90.17953,P,PPLA2,US,MS,083,MS_083
4428539,Grenada,33.769,-89.80842,P,PPLA2,US,MS,043,MS_043
4429197,Harrison County,30.41605,-89.08164000000001,A,ADM2,US,MS,047,MS_047
4429295,Hattiesburg,31.32712,-89.29034,P,PPLA2,US,MS,035,MS_035
4429387,Hazlehurst,31.860440000000004,-90.39593,P,PPLA2,US,MS,029,MS_029
4429589,Hernando,34.82399,-89.9937,P,PPLA2,US,MS,033,MS_033
4429877,Hinds County,32.2667,-90.44282,A,ADM2,US,MS,049,MS_049
4430104,Holly Springs,34.7676,-89.44869,P,PPLA2,US,MS,093,MS_093
4430981,Indianola,33.45095,-90.65509,P,PPLA2,US,MS,133,MS_133
4431283,Iuka,34.81176,-88.19004,P,PPLA2,US,MS,141,MS_141
4431565,Jasper County,32.01911,-89.11886,A,ADM2,US,MS,061,MS_061
4431982,Jones County,31.622559999999996,-89.16879,A,ADM2,US,MS,067,MS_067
4432542,Kosciusko,33.058,-89.58955999999999,P,PPLA2,US,MS,007,MS_007
4433116,Leakesville,31.15574,-88.5578,P,PPLA2,US,MS,041,MS_041
